Title,Description,genres,revised_genres,genre_cat_list
Love Lies Bleeding,"A romance fueled by ego, desire and the American Dream.","Action, Adventure, Crime","['Action', 'Adventure', 'Crime']","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
Finestkind,A crew of fishermen tread dangerous waters when their debts start piling up.,"Crime, Drama, Thriller","['Crime', 'Drama', 'Thriller']","[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
Sijjin,A young woman who uses black magic to threaten her cousin's wife.,"Horror, Thriller","['Horror', 'Thriller']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
Aquaman,"Arthur Curry, the human-born heir to the underwater kingdom of Atlantis, goes on a quest to prevent a war between the worlds of ocean and land.","Action, Adventure, Fantasy","['Action', 'Adventure', 'Fantasy']","[1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
A Christmas Carol,"An animated retelling of Charles Dickens' classic novel about a Victorian-era miser taken on a journey of self-redemption, courtesy of several mysterious Christmas apparitions.","Animation, Adventure, Comedy","['Animation', 'Adventure', 'Comedy']","[0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
X,"In 1979, a group of young filmmakers set out to make an adult film in rural Texas, but when their reclusive, elderly hosts catch them in the act, the cast find themselves fighting for their lives.","Horror, Mystery, Thriller","['Horror', 'Mystery', 'Thriller']","[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
12th Fail,The real-life story of IPS Officer Manoj Kumar Sharma and IRS Officer Shraddha Joshi.,"Biography, Drama","['Biography', 'Drama']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
The Shawshank Redemption,"Over the course of several years, two convicts form a friendship, seeking consolation and, eventually, redemption through basic compassion.",Drama,['Drama'],"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
How to Have Sex,"Three British teenage girls go on a rites-of-passage holiday - drinking, clubbing and hooking up, in what should be the best summer of their lives.",Drama,['Drama'],"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Last Christmas,"Kate is a young woman subscribed to bad decisions. Working as an elf in a year-round Christmas store is not good for the wannabe singer. However, she meets Tom there. Her life takes a new turn--that seems too good to be true.","Comedy, Drama, Fantasy","['Comedy', 'Drama', 'Fantasy']","[0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Home Alone 3,"Alex Pruitt, an 8-year-old boy living in Chicago, must fend off international spies who seek a top-secret computer chip in his toy car.","Action, Comedy, Crime","['Action', 'Comedy', 'Crime']","[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
The Promised Land,The story of Ludvig Kahlen who pursued his lifelong dream: To make the heath bring him wealth and honor.,"Biography, Drama, History","['Biography', 'Drama', 'History']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
The Lord of the Rings: The Fellowship of the Ring,A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron.,"Action, Adventure, Drama","['Action', 'Adventure', 'Drama']","[1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Charlie and the Chocolate Factory,"A young boy wins a tour through the most magnificent chocolate factory in the world, led by the world's most unusual candy maker.","Adventure, Comedy, Family","['Adventure', 'Comedy', 'Family']","[0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Dune: Part Two,Paul Atreides unites with Chani and the Fremen while seeking revenge against the conspirators who destroyed his family.,"Action, Adventure, Drama","['Action', 'Adventure', 'Drama']","[1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Die Hard 2,"John McClane attempts to avert disaster as rogue military operatives seize control of Dulles International Airport in Washington, D.C.","Action, Thriller","['Action', 'Thriller']","[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Everything Everywhere All at Once,A middle-aged Chinese immigrant is swept up into an insane adventure in which she alone can save existence by exploring other universes and connecting with the lives she could have led.,"Action, Adventure, Comedy","['Action', 'Adventure', 'Comedy']","[1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Four Christmases,A couple struggles to visit all four of their divorced parents on Christmas.,"Comedy, Drama, Romance","['Comedy', 'Drama', 'Romance']","[0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Once Upon a Time in Hollywood,A faded television actor and his stunt double strive to achieve fame and success in the final years of Hollywood's Golden Age in 1969 Los Angeles.,"Comedy, Drama","['Comedy', 'Drama']","[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Holiday in the Vineyards,It follows a widow who struggles keeping the local vineyard and raising two young boys. She may be in store for a Christmas miracle when she falls for a big city playboy who is sent to get intel on a prospective vineyard for sale.,Romance,['Romance'],"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Jingle All the Way,"A father vows to get his son a Turbo Man action figure for Christmas. However, every store is sold out, and he must travel all over town and compete with everybody else in order to find one.","Adventure, Comedy, Family","['Adventure', 'Comedy', 'Family']","[0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
All of Us Strangers,"A screenwriter drawn back to his childhood home enters into a fledgling relationship with a mysterious neighbor as he then discovers his parents appear to be living just as they were on the day they died, 30 years before.","Drama, Fantasy, Romance","['Drama', 'Fantasy', 'Romance']","[0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
The Godfather,"Don Vito Corleone, head of a mafia family, decides to hand over his empire to his youngest son Michael. However, his decision unintentionally puts the lives of his loved ones in grave danger.","Crime, Drama","['Crime', 'Drama']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
Interstellar,"When Earth becomes uninhabitable in the future, a farmer and ex-NASA pilot, Joseph Cooper, is tasked to pilot a spacecraft, along with a team of researchers, to find a new planet for humans.","Adventure, Drama, Sci-fi, Sci-fi","['Adventure', 'Drama', 'Sci-fi', 'Sci-fi']","[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
The Lion King,"After the murder of his father, a young lion prince flees his kingdom only to learn the true meaning of responsibility and bravery.","Animation, Adventure, Drama","['Animation', 'Adventure', 'Drama']","[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
John Wick: Chapter 4,"John Wick uncovers a path to defeating The High Table. But before he can earn his freedom, Wick must face off against a new enemy with powerful alliances across the globe and forces that turn old friends into foes.","Action, Crime, Thriller","['Action', 'Crime', 'Thriller']","[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
Five Nights at Freddy's,"A troubled security guard begins working at Freddy Fazbear's Pizza. During his first night on the job, he realizes that the night shift won't be so easy to get through. Pretty soon he will unveil what actually happened at Freddy's.","Horror, Mystery, Thriller","['Horror', 'Mystery', 'Thriller']","[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
Bad Santa,A miserable conman and his partner pose as Santa and his Little Helper to rob department stores on Christmas Eve. But they run into problems when the conman befriends a troubled kid.,"Comedy, Crime, Drama","['Comedy', 'Crime', 'Drama']","[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
Talk to Me,"When a group of friends discover how to conjure spirits using an embalmed hand, they become hooked on the new thrill, until one of them goes too far and unleashes terrifying supernatural forces.","Horror, Thriller","['Horror', 'Thriller']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
The Killing of a Sacred Deer,"Steven, a charismatic surgeon, is forced to make an unthinkable sacrifice after his life starts to fall apart, when the behavior of a teenage boy he has taken under his wing turns sinister.","Drama, Horror, Mystery","['Drama', 'Horror', 'Mystery']","[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
Chicken Run,"When a cockerel apparently flies into a chicken farm, the chickens see him as an opportunity to escape their evil owners.","Animation, Adventure, Comedy","['Animation', 'Adventure', 'Comedy']","[0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
Office Christmas Party,"When his uptight CEO sister threatens to shut down his branch, the branch manager throws an epic Christmas party in order to land a big client and save the day, but the party gets way out of hand...",Comedy,['Comedy'],"[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
The Family Stone,"An uptight, liberal businesswoman accompanies her boyfriend to his eccentric and outgoing family's annual Christmas celebration and finds that she's a fish out of water in their free-spirited way of life.","Comedy, Drama, Romance","['Comedy', 'Drama', 'Romance']","[0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
The Christmas Chronicles,"The story of sister and brother, Kate and Teddy Pierce, whose Christmas Eve plan to catch Santa Claus on camera turns into an unexpected journey that most kids could only dream about.","Adventure, Comedy, Family","['Adventure', 'Comedy', 'Family']","[0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Christmas with the Kranks,"With their daughter, Blair, away in Peru, Luther and Nora Krank decide to skip Christmas all together until she decides to come home, causing an uproar when they have to celebrate it at the last minute.","Comedy, Family","['Comedy', 'Family']","[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Joker: Folie à Deux,Plot unknown. Sequel to the 2019 film 'Joker.',"Crime, Drama, Musical","['Crime', 'Drama', 'Musical']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
The Wolf of Wall Street,"Based on the true story of Jordan Belfort, from his rise to a wealthy stock-broker living the high life to his fall involving crime, corruption and the federal government.","Biography, Comedy, Crime","['Biography', 'Comedy', 'Crime']","[0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
Sing 2,Buster Moon and his friends must persuade reclusive rock star Clay Calloway to join them for the opening of a new show.,"Animation, Adventure, Comedy","['Animation', 'Adventure', 'Comedy']","[0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
A Christmas Carol,"Ebenezer Scrooge, a curmudgeonly, miserly businessman, has no time for sentimentality and largely views Christmas as a waste of time. However, this Christmas Eve, he will be visited by three spirits who will show him the error of his ways.","Drama, Family, Fantasy","['Drama', 'Family', 'Fantasy']","[0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Promising Young Woman,"A young woman, traumatized by a tragic event in her past, seeks out vengeance against those who crossed her path.","Crime, Drama, Mystery","['Crime', 'Drama', 'Mystery']","[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
The Zone of Interest,"The commandant of Auschwitz, Rudolf Höss, and his wife Hedwig, strive to build a dream life for their family in a house and garden next to the camp.","Drama, History, War","['Drama', 'History', 'War']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
Forrest Gump,"The history of the United States from the 1950s to the '70s unfolds from the perspective of an Alabama man with an IQ of 75, who yearns to be reunited with his childhood sweetheart.","Drama, Romance","['Drama', 'Romance']","[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Reptile,"Tom Nichols is a hardened New England detective, unflinching in his pursuit of a case where nothing is as it seems and it begins to dismantle the illusions in his own life.","Crime, Drama, Mystery","['Crime', 'Drama', 'Mystery']","[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
Guardians of the Galaxy Vol. 3,"Still reeling from the loss of Gamora, Peter Quill rallies his team to defend the universe and one of their own - a mission that could mean the end of the Guardians if not successful.","Action, Adventure, Comedy","['Action', 'Adventure', 'Comedy']","[1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Fast X,Dom Toretto and his family are targeted by the vengeful son of drug kingpin Hernan Reyes.,"Action, Adventure, Crime","['Action', 'Adventure', 'Crime']","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
Dungeons & Dragons: Honor Among Thieves,"A charming thief and a band of unlikely adventurers embark on an epic quest to retrieve a lost relic, but things go dangerously awry when they run afoul of the wrong people.","Action, Adventure, Comedy","['Action', 'Adventure', 'Comedy']","[1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Good Will Hunting,"Will Hunting, a janitor at M.I.T., has a gift for mathematics, but needs help from a psychologist to find direction in his life.","Drama, Romance","['Drama', 'Romance']","[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Pulp Fiction,"The lives of two mob hitmen, a boxer, a gangster and his wife, and a pair of diner bandits intertwine in four tales of violence and redemption.","Crime, Drama","['Crime', 'Drama']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
The Equalizer 3,"Robert McCall finds himself at home in Southern Italy but he discovers his friends are under the control of local crime bosses. As events turn deadly, McCall knows what he has to do: become his friends' protector by taking on the mafia.","Action, Crime, Thriller","['Action', 'Crime', 'Thriller']","[1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
Beau Is Afraid,"Following the sudden death of his mother, a mild-mannered but anxiety-ridden man confronts his darkest fears as he embarks on an epic, Kafkaesque odyssey back home.","Comedy, Drama, Horror","['Comedy', 'Drama', 'Horror']","[0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
Krampus,A boy who has a bad Christmas accidentally summons a festive demon to his family home.,"Comedy, Fantasy, Horror","['Comedy', 'Fantasy', 'Horror']","[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
The Hunger Games: Catching Fire,Katniss Everdeen and Peeta Mellark become targets of the Capitol after their victory in the 74th Hunger Games sparks a rebellion in the Districts of Panem.,"Action, Adventure, Sci-fi, Sci-fi","['Action', 'Adventure', 'Sci-fi', 'Sci-fi']","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
Vacation,The Griswold family's cross-country drive to the Walley World theme park proves to be much more arduous than they ever anticipated.,"Adventure, Comedy","['Adventure', 'Comedy']","[0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",Four kids travel through a wardrobe to the land of Narnia and learn of their destiny to free it with the guidance of a mystical lion.,"Adventure, Family, Fantasy","['Adventure', 'Family', 'Fantasy']","[0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Raiders of the Lost Ark,"In 1936, archaeologist and adventurer Indiana Jones is hired by the U.S. government to find the Ark of the Covenant before the Nazis can obtain its awesome powers.","Action, Adventure","['Action', 'Adventure']","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Sajini Shinde Ka Viral Video,"When a school teacher goes missing after a risqué video of her is posted on the internet, a police officer is tasked with uncovering the truth behind her disappearance.",Thriller,['Thriller'],"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
The Santa Clause 2,"Scott Calvin has been a humble Santa Claus for eight years, but it might come to an end if he doesn't find a Mrs. Claus.","Comedy, Family, Fantasy","['Comedy', 'Family', 'Fantasy']","[0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
The Marvels,"Carol Danvers gets her powers entangled with those of Kamala Khan and Monica Rambeau, forcing them to work together to save the universe.","Action, Adventure, Fantasy","['Action', 'Adventure', 'Fantasy']","[1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Bank of Dave,Based on the true-life experiences of Dave Fishwick; 'Bank of Dave' tells the story of how a working class Burnley man and self-made millionaire fought to set up a community bank.,"Biography, Comedy, Drama","['Biography', 'Comedy', 'Drama']","[0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Gladiator,A former Roman General sets out to exact vengeance against the corrupt emperor who murdered his family and sent him into slavery.,"Action, Adventure, Drama","['Action', 'Adventure', 'Drama']","[1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Little Women,"Jo March reflects back and forth on her life, telling the beloved story of the March sisters - four young women, each determined to live life on her own terms.","Drama, Romance","['Drama', 'Romance']","[0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
